latitude,longitude
13.0149153,77.6326813
13.0222067,77.5722025
13.000927,77.609979
13.0284505,77.5712078
13.0370131,77.5660125
13.0140038,77.5656008
13.0120368,77.5691148
13.0016718,77.623213
13.0035667,77.6211456
13.0016562,77.6232511
12.9527782,77.6053115
12.9747163,77.6093021
12.9805468,77.6163952
12.9644652,77.6066765
12.9077236,77.6284968
12.9211318,77.6203401
12.966232,77.6066881
12.9753022,77.6144661
12.9412664,77.6087672
12.9581091,77.6059407
12.8401371,77.6770669
12.8699078,77.6533839
12.9791998,77.6022623
12.9548509,77.6053297
12.9440432,77.6076329
12.9440458,77.6076449
12.9440504,77.6076543
12.945711,77.5282592
12.9448226,77.5274887
12.9364918,77.5184262
12.9424003,77.5257486
12.9354109,77.5129216
13.0148462,77.6282024
13.0010795,77.611924
13.0148437,77.6282073
13.0051447,77.6208058
12.9453202,77.5278776
12.9439118,77.5264388
12.9439094,77.5264518
12.9433407,77.5260369
12.9977321,77.5500353
12.9975503,77.5501368
13.00473,77.5537633
13.0047367,77.5537744
13.0043769,77.5538928
12.9978803,77.5510852
12.9976863,77.5510337
12.9832836,77.5917672
12.9705556,77.5921246
12.9948308,77.5888307
12.9650446,77.6098531
12.9344516,77.6125093
12.9726099,77.5911178
12.9705289,77.5920933
12.9344558,77.6125038
12.9748367,77.5928518
12.9719002,77.5924446
12.9344497,77.6124996
12.9837355,77.5907782
12.9832403,77.5922255
12.9820925,77.593935
12.972893,77.5929243
12.9701262,77.5906405
12.9711401,77.596762
12.9711357,77.5968083
12.9711349,77.5968175
12.97114,77.5967522
12.9711497,77.5967549
12.9711437,77.5968198
13.0100783,77.5492626
13.0079151,77.5485866
13.0077816,77.5485689
12.981043,77.6479412
12.9755586,77.6361194
12.9458286,77.5719594
12.9458216,77.5719949
12.9458241,77.5719794
13.0074704,77.592364
12.9954831,77.6084518
12.9732013,77.5384663
12.9942527,77.6848962
12.9669194,77.7020086
12.9207582,77.6958528
12.996717,77.6692387
12.9838721,77.6924122
12.9678172,77.5874636
12.97505,77.6144094
12.9750178,77.6143895
13.0462899,77.6011338
12.965512,77.5867198
13.0462598,77.6011301
12.9206117,77.6959826
12.9638063,77.5855466
13.0463745,77.6018204
12.9490132,77.5742849
12.9942449,77.6849143
12.9361134,77.5181017
12.9744664,77.5447346
13.0464208,77.6013267
12.9846832,77.5489014
12.9847146,77.5489028
12.9566205,77.5343183
12.9513481,77.5371601
12.928026,77.6254159
12.9922485,77.6041619
13.0459459,77.626595
13.0063015,77.5823635
12.9818757,77.5948141
12.9914116,77.5973786
12.9826028,77.5923256
13.006317,77.5823663
12.9278805,77.6258082
12.9746925,77.5910366
12.9609333,77.5883379
12.9787655,77.5976295
12.9300206,77.6227201
13.0063198,77.5823752
12.9288759,77.6262715
12.9754305,77.5953696
13.0063115,77.582353
12.9758374,77.5949416
13.0061651,77.5823001
13.0065917,77.5823149
12.9775496,77.5989907
12.993612,77.5981061
12.9871231,77.6191048
13.0038234,77.5489604
12.9244842,77.4989533
13.0262638,77.6369262
13.053024,77.6460752
12.9946193,77.6415835
13.0155835,77.5555929
13.0076579,77.5487566
13.0118863,77.5520939
13.0167451,77.5651912
13.0167595,77.5651771
13.0169646,77.5630541
13.0171299,77.5621013
13.0413304,77.621488
